text_id,project,translation,token_count,be_loss_framing,be_gain_framing,be_reference_point,be_complaint_petition,be_certainty_claim,be_forecast_claim,be_failed_prediction,be_interest_rate,be_loan_credit,be_deferred_payment,be_fairness_claim,be_reciprocity,be_price_mention,be_commodity_grain,be_commodity_money,be_labor_absence,be_wage_payment,be_risk_mention,be_contract_formal,be_tax_tribute,be_loss_aversion_signal,be_overconfidence_signal,be_calibration_signal,be_economic_core
P313417,saao_saa01,"To the king, [my lo]rd: your servant Mannu-k[i-Aššur-le'i]. Good health to [the king, my lord]! As to what the king, my lord, w[rote to me]: ""[Make a list of all] the natives of Kumme [who] hold [houses in your district, and resettle them]!"" — I have enquired and investigated (and found that) the entire [......] in the city of [Zarana]. I have written to every single place [......] (and found that) just along the king's road, [there is] one [......]. It is unsuitable for passing [......]. Perhaps the king, my lord, (now) says: ""[Why] did you tarr[y] until now?"" [I ...ed] the area of the whole district [...], fetched the men [of Kumme] from Zarana [and settled them] in that place. Later on, I wrote (this letter). There is/are no [......] here. As to what the ki[ng my lord wrote to me]: ""Give Bel-duri the land that I ordered you (to give)!"" — the king, my lord, did not give me any (such) order previously, but now (that) the king my lord has written to me, I have done as it was written in the king my lord's letter and given the land. I am herewith writing down the land Bel-duri holds in the district of Guzana and sending (the information) to the king, my lord: 60 hectares in the town of Aridu along the canal near Kubanaše; 200 in the village of Mar-jaba near Ilhini; 40 hecta[res in the town of ...]ritu near Guzana; 200 [in the village of] Amdanu near Bur-šarri: in all 500 (hectares of) land that Bel-duri holds in the district of Guzana. In addition to this, I have today given (him) the 80 hectares of l[and] about which the king my lord now wrote [to me]. Ever since the eunuchs of the king [my lord] came, land in Guzana [has been nonexistent]. The fields of [......], the land that the king my lord [......] to one among the cit[ies ......]. I have no [...] to give [......]; from (what I have), I can pa[rcel out and give ... to Bel-duri] only. The king, my lord, should kn[now this]. (SPACER)",341,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P313425,saao_saa01,"[To the king, my lord: your servant Bel-liqbi. Good health to the ki]ing, [my lord]! The k[ing's land and d]istrict [are well]. [The Ar]abs are settled on the other side of the [H]adina river; they come [...] ... and go, everything is [fine]. I have driven the farmer(s) and gardener(s) [of Ammi]li'ti son of Amiri [out of] my towns and torn down a [...] of sheep he had constructed. Now, he came to me saying: ""Why have you expelled my subjects? I shall write to the Palace!"" I proposed a bargain, saying: ""Your subjects molested my subjects. But since you are the king's servant, I will give you fields and gardens in the land of Yasubuqu. Take it!"" The king my lord should know this in case he writes to the king my lord. As to what the king, my lord, wrote to me: ""You have made Huzaza into a merchant town! The people have been selling iron for money to the Arabs!"" — who are the merchants that have been selling there? Three men, elders of the 'Ateans, [are ...] there; they stock grapes, 20 or [30 homers], as much as we bring in, and sell them to the Arabs. I sell iron to the deportees [only], copper to the Arabs. By the gods of the king my lord (I swear) I am staying in Ṣupat! In Huzaza I have only sold 30 homers of grapes for silver. The king my lord should (only) hold me accountable for this! A toll collector has been placed at the city-gate of Ṣupat, and now they have placed another one in Huzaza; the Arabs are leaving and not coming any more because they have become scared. Am I less loyal to the king my lord than a toll collector? And do I appropriate a shekel from my duty for doing it? My carpenters who worked in Ṣupat ran away from me. [The king, my lord], wrote that [they should re]turn to Dur-Šarruken, so I got hold of them and brought them down, but one of them got sick and died while the other ran away again. The king my lord knows that I have been losing artisans; I would not like to relinquish them either for repair work or for making ...s. Abatu, a chariot-maker, and Qanê, a smith, (both) servants of Bel-šarru-[uṣur, came to] me saying: ""[...... (Rest destroyed)",395,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True
P313427,saao_saa01,"[To the king], my lord: [your servant Nabû]-zer-ketti-lešir. [Good health] to the king, my lord! [May Nabû and] Marduk bless [the king], my [lord]! [As to Gidgid]anu [and] his [brothers about whom the king, my lord wrote] to me, [......] the temple [......] his promise; he has [not] been able to [...] the king my lord's [...] in the eyes [of] the king, my lord, and has not [...... (Break) (SPACER) As to what the king, my lord, wrote [to me]: ""Why have [these] brothers of Gidgidanu quitted (their) work and left, going away?"" — if the brothers of Gidgidanu working with me, if even one of them has gone out of the [city g]ate of Dur-Šarruken and gone to the south or north, may [the king my lord] not let me live! [When the king] my [lord] wrote to the crown prince [and he pun]ished me, [......]. These words [...... I swear no one] of the brothers [of Gidg]idanu [has gone] out [of] Dur-[Šarruken]!",156,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P313435,saao_saa01,"To the king, my lord: your servant Nabû-pašir. Good health to the king, my lord! May Sin and Nikkal bless the king, my lord! [As to] what the king, my lord, [wrote to m]e: ""Give 200 homers of oil [i]n Til-Barsip to Kiṣir-Aššur, governor of Dur- Šarruken,"" — [I set asi]de 200 homers of oil and delivered it. I have now written the oil consumption and the oil remaining on a writing-board and am herewith sending it to the king, my lord.",82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P313437,saao_saa01,"To the king, my lord: your servant Ṭab-šar-Aššur. Good health to the king, my lord! On the 17th I and Kiṣir-Aššur went to the Zab river and inspected the timber; the logs were many, [as many] as we could possibly desire. [...] towers [......]. The men [...] who w[ent] with us [...] the king's. Kiṣir-Aššur [...] the timber, (whereas) I went to Dur-Šarruken [...... (Rest destroyed)",58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P313439,saao_saa01,"To the king, [my lord]: your servant Aššur-šumi-ke'in. Good health to the king, my lord! May Aššur bless the king, my lord! As to what the king, my lord, wrote to me: ""Find big twelve-cubit bull colossi!"" — [There are two] in front of the main gate of the center of the city; [one] is an [el]even-cubit colossus [of the Chief C]upbearer; the other has a [...] and is not 'clean'. Then there are [two] bull colossi of Zeru-ibni, each ten cubits; one he has set up in front of the royal palace, the other one is extra and in his possession. Let him give it [to] the Palace Herald so it may be brought and set up before the royal palace. Perhaps the king my lord now says: ""Why should the Palace Herald get a bull colossus of Zeru-ibni?"" [Once the wate]r in the river gets l[ess, any of] the bull colossi [which] are being hewn [along the ri]ver could stand [...] the king's [...]. I[f the kin]g my lord so orders, I could bring down (the river) two bull colossi [that have been fini]shed, one in [the city of ...], the other in Tastiate. Now, [I have (already) brou]ght down to Adia [one] bull colossus of Zeru-ibni; another one belonging to the Treasurer [is in Ur]zuhina. The king [..... bull col]ossi; they should quickly give me [....... What does the k]ing my lord orde[r? May he quickly send] a messenger to [his servant]!",239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P313447,saao_saa01,"To the king, my lord: your servant Ṭab-šar-Aššur. Good health to the king, my lord! As to what the king, my lord, wrote to me: ""The new boat which is coming from the Inner City — is there any (other) boat you are bringing in addition to it?"" — Six Assyrian boats have been launched on the river. I showed them to the boatmen, but they said: ""We won't go near them."" Now, I am going to bring two of these boats and, going back and forth, [use them to transport] the stone steps and thresholds [of] the watchtowers, until I can make [the remaining] boats available. [I once committed] a deadly sin, but the king, my lord, let me live. And th[is one] — now, I suggested it to the king, the king my lord has [...]ed his soul. Until I have these boats ready, I will bear the responsibility for the stone colossi in Adia. [I will ...] them [...] this [....] and [bring] them [over to] this bank (of the river).",171,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P313458,saao_saa01,"[To the king m]y lord: your servant [Hunnî]. Good health to the king, my lord! [May] Nabû and [Marduk bless the king, my lord]! May they give the king my lord a long life, peace of mind and good hea[lth, extreme old age], a strong army, a long reign and as many years as [......]; may they make all countries submit themselves [to you]! May the king, my lord, the good shepherd [......] truly tend and shepherd them; may Aššur, Bel and Nabû [add] flocks to your flocks, give them to you, and enlarge your spacious fold; may the peoples of all the countries come into your presence! O king, my lord, may you be the temple of kings! Each and everone who lays down his life under [your feet] and keeps your treaty, will be pardoned in your presence by your gods, and you will dress him (in purple) and bl[ess him] as today; but whoever does not keep your [treaty] will fall into Aššur's noose and trap and [...] the ja[mb]s of your gates. ruling We shall perform [the ritual of which the king wr]ote to me tomorrow. (SPACER) (SPACER) Within four days, ... the time (for the ritual). He (said): ""(It is) time"". (SPACER) We shall arrive (in the Inner City) on the 1st; the ... is on the 14th; we shall spend the night in the temple on the 15th. Now, [......] whenever the king orders. (SPACER) As to the Washing-of-the-Mouth (ceremony) [...... (Last line destroyed)",235,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P313487,saao_saa01,"(Beginning destroyed) (So) he has petitioned [the king], my [lord! ...] Should he have turned to me, I would have handled [his case]! He should have come [to me and] not turned [to the king, my lord]! Let the king, my lord, ask [...] if Nabû-uṣalla r[eally] is doing the king's work! Now [in a case] he is pleading he goes and petitions [the king]! This person fears the king with [his lips], but with [......] the king's work falls behind schedule, and [the king my lord] is going to kill me because of it! Indeed, [as regards the straw and] the reeds I sent [...] to them [......] here [......] saw [......] they disappeared [......]. Have they come to the Palace? [They should ...] come here! When [... who] are there [......], they will return [...... (Break) They should be [...... the ki]ng, my lord [......] Nabû-[uṣalla ......] [Let the king, my lord, ...] these gentle[men who are pet]itioning [the king, my lord: ""Why don't] your people agree [to do] the work?"" [...] who litig[ate ......] are coming to them [......] have [...ed the king] my lo[rd's ...... (Rest destroyed)",167,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P313491,saao_saa01,"(Beginning destroyed) ""[......] their [......]; come wi[th your troops and encamp in the pass] of Ura[mmu]."" [I am writing to you] right now: this suggestion, the [way he put it], is extremely good. You [know] that this pass [leading to] Urammu is [ver]y difficult [to march through]; there is absolutely no way the Elamite [troops] will be able to get at you. Don't be afraid; at the city of Urammu where you are to pitch the camp [there is] a plain which is [very] good for encamping; it is also [very] good for reconnaissance expeditions, there is [much] grass there, and it is a [good] place to rest. The city of Sumurzu and [... are close by]; with the help of the gods, you [...... (Break) (SPACER) [If ......] to [...], they should kill [him]; they should [also gather intel]ligence about the enemy and [co]me and tell it to you. Should this traitor [...] come to you in person or should he send his messenger [to you, he should] not be allowed in; speak to him outside the camp. You [know th]at he is a traitor, he considers you [.....]. I[f a]ny bargaining [...... wh]ich in the area of [......] to you [...... (Rest destroyed)",188,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P313497,saao_saa01,"[To the king], my lord: yo[ur servant] Ṭab-šar-Aššur. [Good he]alth to the king, my lord! [A messe]nger of Mitunu [whom Aššur]-reṣuwa [had sent] to me says: ""[...... (Rest destroyed) (SPACER)",26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P313502,saao_saa01,"To the king, my lord: your servant Samnuha-[beli-uṣur]. ruling Good health to the king, my lord! The king, my lord, knows that the Šadikanneans are hirelings; they work for hire all over the king's lands. They are no runaways; the perform the ilku duty and supply king's men from their midst. The king [...... (Break) (SPACER) May [the king my lord] not give [such] a command! Otherwise, let the king my lord command that each should go to his government department — the army must not be weakened, not a single man [should be missing] from the campaign, they should all together come t[o the king, my lord]!",104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P313505,saao_saa01,"[To the king, my lord]: your servant [PN]. Good health to [the king, my lord]! May Adad and Buru bless [the king], my lord! On the 10th Dadâ [bro]ught me a sealed order of the king [my lo]rd concerning the news of [...... Ad]ad-ir[i ...... (Rest destroyed or too broken for translation)",43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P313509,saao_saa01,"To [the king, my lord]: your servant [PN]. Good health to the king, my [lord]. May Adad and Buru bless the king, my lord! Having left the king my lord's presence on the 23rd of Iyyar (II), I entered the city of Hindana on the 30th. Hindana is well, the land of Suhu is well, the forts of the king my lord are well. The king, my lord, can be [glad]. (Break) ...] did not s[ay ...] like t[his ...] On the 3rd of [Sivan] (III) I left Hindana on my chariot and drove off. May Nabû-dur-makie not succeed in ousting me from the king my lord's presence! (SPACER)",104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P313511,saao_saa01,"(Beginning destroyed or too broken for translation) Now Bel-i[qbi] (is telling me): ""Bring me the barley I gave to your [...] and let me give it to the king's captives!"" Has the king my lord sent a messenger, and [has he s]een their houses and silos? They have weakened me, and no matter what is told them, they refuse to listen to me. Aššur-ašared, a bea[rded] (courtier) [...] in the city of Ni[......]. (Break) [The container]s of water [......] have been finished [.....]",73,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
P313523,saao_saa01,"To the king, my lord: your servant Aššur-šarru-ibni. Good health to the king, [my lord]! The governor of Arbela has [120] king's men who did not go to the campaign with the king but he will not agree to give them to me. I fear the king, my lord, and shall not take hold of his men (without his permission). 30 (men from) Tillê, 60 (from) the land of Hamudu of the governor of Calah, 30 from the city of [...]ba. They have neither rations nor work. (SPACER) (SPACER)",87,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P313527,saao_saa01,"[To the king, my lord: your servant Ṭab-šar-Aššur. Good heal]th to [the king, my lord!] [As I wrote] to the ki[ng, my lord], I am [receiving] the chariots of the magnates on the afternoon of the 16th and they are giving them over to me — the Comm[ander-in-Chief], the Sartinnu, the Vizier, the Palace Herald, the Chief [Cupbearer], the Treasurer, and the governor of [Calah]; in all 1[00] chariots capable of carrying ...[...]. The chariots of the C[hief Eunuch] and the governor of Nineveh [...] are missing; what does the king my lord say? (Rest destroyed or untranslatable)",92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P313543,saao_saa01,"(Beginning destroyed) ...] your [...], [enqui]re and investigate, [and write down] and dispatch to me [the names] of the [sol]diers killed and their [sons and d]aughters. Perhaps there is a man who has subjugated a widow as his slave girl, or has subjugated a son or a daughter to servitude. Enquire and investigate, and bring (him/them) forth. Perhaps there is a son who has gone into conscription in place of his father; this alone do not write down. But be sure to enquire and find out all the widows, write them down, define (their status) and send them to me. [Tomorr]ow or the day after tomorrow, [when] I send [my eunuch, don't say: ""]I brought out one widow [......] that she would die [...] she would give [....."" (Rest destroyed)",121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P313551,saao_saa01,"[To ..., to] ..[..., to] ..[..., to] Reman[ni-...] and to [...]: a royal order of [great urgency]. Get together your prefects plus the h[orses] of your cavalry collection points immediately! Whoever is late will be impaled in the middle of his house, and who(ever) changes the [... of] the city will also be impaled in the middle of his house, and his sons and daughters will be slaughtered by his (own) order. Don't delay; leave your business and come straight away! (SPACER)",76,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P313559,saao_saa01,"(Beginning destroyed) ...] has sent me [his messenger ...]; he told me [as follows]: ""[...] has given orders [......] ""the governor of [......] ""who set [......] ""the town of Saraga [......] ""the town of Saraga [......] ""the Pa[lace Her]ald ......] (Break) (SPACER) [...... from] the city of Arzabia [is residing] in the centre of Kumme and doing business with articles of value to Assyria; if the Treasurer commands, I will arrest him and bring him over."" I said him as follows: ""I'll write to the Palace."" Whatever has been told to him [...... (Break) [......] let me write [......] to the king, my lord [...... who we]nt [to ...], their brothers [......] have come [......]",93,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
P313571,saao_saa01,"(Beginning destroyed) ""We shall go [......]; I have [...] the river [......] heavy logs [......]."" I asked him: ""Where [are they deposited? Those which] we cannot tow [to ......] not to [......] the Inner City [......]""? His servants said: ""From where the distant logs are being stored the river is navigable as far as the Inner City; from the Inner City to Nineveh it is difficult."" The Governor of the Land told me: ""I'll first (stay) ten days here, [then ......] which during [......] Labdudu [.......]."" On the 1st of Tishri (VII), [when] the earlier [...] arrived in the Inner City, I asked them: ""Where are the distant logs?"" They said: ""Opposite the city of Ariawate. The logs which we towed last year from the town of Sapirrutu in the district of the Governor opposite Zahê arrived in Nineveh in Adar (XII)."" Since I heard these words from the mouth of the Governor, that the river is navigable from Ariawate as far as the Inner City, the gods of the king willing, we shall tow the logs past the risky places and bring them to Inner City; then we shall see [what] lies ahead and tow them to Nineveh as best as we can. As to [what the king, my lord, wr]ote to me: ""[...... (Rest destroyed)",201,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P313598,saao_saa01,"[To the king], my [lord: your servant Ilu-iq]bi. The [Throne-of-Destiny] of silver and the [......] of silver are finished; [as to the ..., ...] said [that they are not] finished. The [...] are cleansing the [...] in the presence of the governor; they will be ready [this] very moment. [The ... who are] wiping [...... (Break) (SPACER) ...... I am fee]ding the Šugureans [who] are coming in. All the king's [servants are well]; the king [my lord] can be glad. (SPACER)",70,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
P313600,saao_saa01,"(Beginning destroyed) [...]-naṣir is dead; the [...] of the city of ... have fled [...] and are (now) [li]ving at Balṭi-iqbi's. Let them make it [...] perfectly clear to Balṭi-iqbi that he should immediately bring forth the [slave]s, give them to his son, and come straight away to me! (SPACER)",43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P313614,saao_saa01,"(Beginning destroyed) ......] the son of [......] 200 m[en ...] of Tarṣ[i-...] a kin[sman of ...] are indeed [...] at the foot of [Mt. ...]; stranglers [......] in Mt. Nipur. Ammili'ti [...] is encamped outside the city of Rablâ, pestilence-stricken. He came to see me and I [asked him]: ""Did [...] really come from [......? Let ...] come to me, I shall not place [...] in it."" What the king [......] a messenger [...... (Rest destroyed or too broken for translation)",58,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
